kind,id,title,views,updated,primary_job,primary_subjob,secondary,stages,content_type,outdated,outdated_reason,why,url
post,4657494,Marketing: Creating Welcoming Environments for Diverse Audiences,24,2022-04-06,Recruit families and market,"Marketing 101, style guide, name, and logo","Liberation, equity, and anti-bias work; Family education and Montessori 101",visioning; planning; startup; open,guide,False,,Guidance for making school environments and marketing welcoming and culturally responsive to diverse families.,https://connected.wildflowerschools.org/posts/4657494-marketing-creating-welcoming-environments-for-diverse-audiences
post,4658592,Marketing: Reputation Rescue,22,2022-04-07,Recruit families and market,"Marketing 101, style guide, name, and logo","Info sessions, local partnerships, and media; Radical transparency and wholeness",planning; startup; open,guide,False,,Guidance for protecting and repairing a school’s public reputation.,https://connected.wildflowerschools.org/posts/4658592-marketing-reputation-rescue
post,5193727,Proceso de Wildflower para Seleccionar el Nombre de su Escuela,9,2023-10-18,Recruit families and market,"Marketing 101, style guide, name, and logo",Network membership and what the Foundation does,visioning; planning,guide,False,,Guía para investigar y seleccionar el nombre de una escuela Wildflower.,https://connected.wildflowerschools.org/posts/5193727-proceso-de-wildflower-para-seleccionar-el-nombre-de-su-escuela
post,5193731,Propuesta para Nombrar su Escuela Wildflower ,9,2023-10-18,Recruit families and market,"Marketing 101, style guide, name, and logo",,visioning; planning,template,False,,Plantilla para elegir y nombrar una escuela Wildflower.,https://connected.wildflowerschools.org/posts/5193731-propuesta-para-nombrar-su-escuela-wildflower
post,4656601,Family Information Session Deck Template,210,2022-04-05,Recruit families and market,"Info sessions, local partnerships, and media","Marketing 101, style guide, name, and logo; Family education and Montessori 101",startup; open,template,False,,Template slide deck for presenting the school to prospective families at an information session.,https://connected.wildflowerschools.org/posts/4656601-family-information-session-deck-template
post,4658296,Utilizing Local Partnerships for Marketing,139,2022-04-07,Recruit families and market,"Info sessions, local partnerships, and media",Enrollment playbooks and recruitment plans,visioning; planning; startup,guide,False,,"Guide to using community partnerships, presentations, calendars, and local organizations to recruit families.",https://connected.wildflowerschools.org/posts/4658296-utilizing-local-partnerships-for-marketing
post,4811468,New School Opening Media Kit ,132,2025-07-03,Recruit families and market,"Info sessions, local partnerships, and media","Marketing 101, style guide, name, and logo; Enrollment playbooks and recruitment plans",startup,template,False,,Media kit template for generating local press coverage around a school opening.,https://connected.wildflowerschools.org/posts/4811468-new-school-opening-media-kit
post,4657506,Using Local Media for Marketing,65,2022-04-06,Recruit families and market,"Info sessions, local partnerships, and media","Marketing 101, style guide, name, and logo",visioning; planning; startup; open,template,False,,"Guidance and a press-release template for promoting a school through local newspapers, bloggers, and community events.",https://connected.wildflowerschools.org/posts/4657506-using-local-media-for-marketing
post,4657368,Generating Marketing Reviews,47,2022-04-06,Recruit families and market,"Info sessions, local partnerships, and media","Website, social media, and online ads; Enrollment playbooks and recruitment plans",planning; startup; open,guide,False,,"Guide to generating school visibility through parent reviews, social check-ins, and realtor partnerships.",https://connected.wildflowerschools.org/posts/4657368-generating-marketing-reviews
post,4624253,Invitation Example for Organizing a Community Fair,31,2022-02-28,Recruit families and market,"Info sessions, local partnerships, and media",Enrollment playbooks and recruitment plans,startup; open,example,True,This is an invitation for a past community fair held in 2022.,Example invitation and event plan for a community fair that introduces Wildflower to prospective families.,https://connected.wildflowerschools.org/posts/4624253-invitation-example-for-organizing-a-community-fair
post,4658382,Hub level Marketing,25,2022-04-07,Recruit families and market,"Info sessions, local partnerships, and media","Website, social media, and online ads; Marketing 101, style guide, name, and logo",planning; startup; open,guide,False,,"Ideas for coordinating hub-level events, social media, and shared local advertising.",https://connected.wildflowerschools.org/posts/4658382-hub-level-marketing
post,4515248,School Information Session Invitation Example from Violeta Montessori,21,2022-04-07,Recruit families and market,"Info sessions, local partnerships, and media",Enrollment playbooks and recruitment plans,startup,example,False,,Example invitation for a school information session to recruit prospective families.,https://connected.wildflowerschools.org/posts/4515248-school-information-session-invitation-example-from-violeta-montessori
post,4395981,Admissions and Enrollment-  stepback & planning session,72,2021-07-26,Recruit families and market,Enrollment playbooks and recruitment plans,"Family communications (accepted, waitlist, re-enrollment)",planning; startup; open,training,False,,Session materials for reviewing enrollment progress and planning recruitment work.,https://connected.wildflowerschools.org/posts/4395981-admissions-and-enrollment-stepback-planning-session
post,4531022,Virtual Marketing/Student Recruitment: Advice from the Network Video,69,2022-04-05,Recruit families and market,Enrollment playbooks and recruitment plans,"Info sessions, local partnerships, and media; Website, social media, and online ads",planning; startup,training,False,,Network training on marketing strategies and recruiting students.,https://connected.wildflowerschools.org/posts/4531022-virtual-marketing-student-recruitment-advice-from-the-network-video
post,4658598,Charter Specific Marketing,67,2022-04-07,Recruit families and market,Enrollment playbooks and recruitment plans,"Marketing 101, style guide, name, and logo; Charter-specific compliance",planning; startup; open,guide,False,,"Charter-focused guidance for using district data, school performance information, and choice trends to recruit students.",https://connected.wildflowerschools.org/posts/4658598-charter-specific-marketing
post,4658605,"Marketing: Enrollment Playbook -  Generating Leads, from the Charter School Growth Fund",63,2022-04-07,Recruit families and market,Enrollment playbooks and recruitment plans,"Info sessions, local partnerships, and media",planning; startup,guide,False,,Enrollment playbook focused on generating prospective-family leads.,https://connected.wildflowerschools.org/posts/4658605-marketing-enrollment-playbook-generating-leads-from-the-charter-school-growth-f
post,4657361,Using Marketing Surveys,52,2022-04-06,Recruit families and market,Enrollment playbooks and recruitment plans,"Info sessions, local partnerships, and media; Family communications (accepted, waitlist, re-enrollment)",startup; open,guide,False,,"Guidance and sample forms for using surveys to improve event feedback, enrollment interest, re-enrollment, and referrals.",https://connected.wildflowerschools.org/posts/4657361-using-marketing-surveys
post,4657346,Creating & Tracking Marketing Goals,31,2022-04-06,Recruit families and market,Enrollment playbooks and recruitment plans,"Marketing 101, style guide, name, and logo",planning; startup; open,guide,False,,"Guide to setting measurable marketing goals, benchmarks, and enrollment-focused priorities.",https://connected.wildflowerschools.org/posts/4657346-creating-tracking-marketing-goals
post,6066353,Wildflower Enrollment Playbooks,9,2026-09-16,Recruit families and market,Enrollment playbooks and recruitment plans,"Marketing 101, style guide, name, and logo; Family communications (accepted, waitlist, re-enrollment)",visioning; planning; startup; open,guide,False,,Enrollment playbooks and Canva templates help emerging and open schools plan and execute family recruitment.,https://connected.wildflowerschools.org/posts/6066353-wildflower-enrollment-playbooks
post,4837798,How to sync a Google Calendar with your Wix website,421,2022-10-20,Recruit families and market,"Website, social media, and online ads","Google Workspace, email, drives, and devices",startup; open,guide,False,,Instructions for publishing a school's Google Calendar on its Wix website.,https://connected.wildflowerschools.org/posts/4837798-how-to-sync-a-google-calendar-with-your-wix-website
post,4538905,School Websites Overview of Options,204,2025-01-16,Recruit families and market,"Website, social media, and online ads","Marketing 101, style guide, name, and logo; Network membership and what the Foundation does",visioning; planning; startup,guide,False,,"Guidance on choosing and building a school website, including Wildflower’s template and membership-related access.",https://connected.wildflowerschools.org/posts/4538905-school-websites-overview-of-options
